epoch,conf_accuracy,conf_loss,loc_accuracy,loc_loss,loss,lr,val_conf_accuracy,val_conf_loss,val_loc_accuracy,val_loc_loss,val_loss
0,0.5646278858184814,12.69519329071045,0.1756889522075653,0.9648504853248596,13.660054206848145,1e-05,0.9680655002593994,12.364956855773926,0.1129075363278389,0.9027281403541565,13.26768684387207
1,0.977482795715332,11.856894493103027,0.07459969073534012,0.8577412962913513,12.714641571044922,1e-05,0.9910985231399536,11.004176139831543,0.06473267823457718,0.8832632303237915,11.887443542480469
2,0.9938602447509766,9.848370552062988,0.05685928836464882,0.8080878853797913,10.656454086303711,1e-05,0.998211145401001,8.495098114013672,0.05641194432973862,0.8550378680229187,9.350133895874023
3,0.9981604814529419,7.046908855438232,0.055543024092912674,0.7650842666625977,7.811988353729248,1e-05,0.9982370734214783,6.097897529602051,0.05414613336324692,0.818574845790863,6.916469097137451
4,0.9982480406761169,5.253222465515137,0.057536013424396515,0.7233689427375793,5.976591110229492,1e-05,0.9982370734214783,5.0757341384887695,0.0572579987347126,0.7687227725982666,5.844457626342773
5,0.9982467889785767,4.75533390045166,0.06227684020996094,0.6780934929847717,5.433424949645996,1e-05,0.9982370734214783,4.743622779846191,0.06266288459300995,0.7194825410842896,5.463107585906982
6,0.9982470273971558,4.603587627410889,0.06677673012018204,0.6402812004089355,5.243868350982666,1e-05,0.9982370734214783,4.62393045425415,0.0675477460026741,0.6840441823005676,5.307974338531494
7,0.9982479214668274,4.500140190124512,0.07063521444797516,0.6058648824691772,5.106005668640137,1e-05,0.9982378482818604,4.546543598175049,0.06939934194087982,0.6580170392990112,5.204561710357666
8,0.998248279094696,4.399759292602539,0.07386301457881927,0.5758169889450073,4.9755706787109375,1e-05,0.9982376098632812,4.466702461242676,0.07140614837408066,0.633220374584198,5.099920272827148
9,0.9982477426528931,4.30048131942749,0.07627084851264954,0.5473693013191223,4.847850799560547,1e-05,0.9982380867004395,4.382598400115967,0.0746835470199585,0.6161194443702698,4.99871826171875
10,0.9982513189315796,4.193507194519043,0.07853838056325912,0.5172160863876343,4.710724353790283,1e-05,0.9982419013977051,4.301263809204102,0.07582514733076096,0.6039999127388,4.905264854431152
11,0.9982545375823975,4.084983825683594,0.08023973554372787,0.4901120960712433,4.575096130371094,1e-05,0.9982428550720215,4.214038848876953,0.07749508321285248,0.5956972241401672,4.809739589691162
12,0.9982600212097168,3.9690186977386475,0.08203060925006866,0.46527722477912903,4.434293270111084,1e-05,0.9982441663742065,4.157664775848389,0.0778311938047409,0.597282350063324,4.754945755004883
13,0.9982664585113525,3.856673240661621,0.08344095945358276,0.4423200488090515,4.298994064331055,1e-05,0.9982479214668274,4.105291843414307,0.07944973558187485,0.5998552441596985,4.705145835876465
14,0.9982767701148987,3.7445125579833984,0.08494605123996735,0.4233364760875702,4.167847633361816,1e-05,0.9982567429542542,3.9948747158050537,0.08009599149227142,0.5873899459838867,4.582265377044678
15,0.9982898235321045,3.6333935260772705,0.08654560893774033,0.4091624915599823,4.042558193206787,1e-05,0.9982615113258362,3.930816173553467,0.0819748044013977,0.5894735455513,4.520289421081543
16,0.9983025789260864,3.5256638526916504,0.08877088129520416,0.3955364525318146,3.921203851699829,1e-05,0.9982703328132629,3.8394696712493896,0.08485109359025955,0.5754390954971313,4.414908409118652
17,0.9983152747154236,3.418372869491577,0.09167599678039551,0.3835484981536865,3.8019204139709473,1e-05,0.9982741475105286,3.7685368061065674,0.08868405222892761,0.5732602477073669,4.341797351837158
18,0.9983344674110413,3.315061569213867,0.09538275003433228,0.3740426301956177,3.6891064643859863,1e-05,0.9982807040214539,3.722790479660034,0.09267774969339371,0.561924934387207,4.284716606140137
19,0.9983505606651306,3.2114694118499756,0.09956108778715134,0.3644258379936218,3.5758914947509766,1e-05,0.998291015625,3.6472508907318115,0.09825245290994644,0.5641430616378784,4.211394309997559
20,0.9983717203140259,3.109630584716797,0.1051076129078865,0.35611265897750854,3.4657444953918457,1e-05,0.9983008503913879,3.610363483428955,0.10343612730503082,0.5575586557388306,4.1679205894470215
21,0.99839186668396,3.0129213333129883,0.11059673130512238,0.349327951669693,3.362252712249756,1e-05,0.9983046054840088,3.5588362216949463,0.11120559275150299,0.5554704666137695,4.1143059730529785
22,0.9984157681465149,2.9122400283813477,0.11616445332765579,0.3442562520503998,3.256498098373413,1e-05,0.9983212351799011,3.49357008934021,0.11567094922065735,0.5612792372703552,4.054850101470947
23,0.9984411001205444,2.8161940574645996,0.12131140381097794,0.3369307518005371,3.1531260013580322,1e-05,0.9983273148536682,3.435281753540039,0.12082841992378235,0.5521851778030396,3.987466812133789
24,0.9984633922576904,2.7224085330963135,0.1262141317129135,0.33316493034362793,3.055576801300049,1e-05,0.9983351230621338,3.3756980895996094,0.12555177509784698,0.5516902804374695,3.9273874759674072
25,0.9984875917434692,2.633254289627075,0.13030634820461273,0.3294309079647064,2.962686777114868,1e-05,0.9983333349227905,3.365358591079712,0.13035474717617035,0.5660491585731506,3.9314069747924805
26,0.9985136985778809,2.541165828704834,0.1342848390340805,0.3252873122692108,2.866453170776367,1e-05,0.9983343482017517,3.3038012981414795,0.13206374645233154,0.5641477704048157,3.8679487705230713
27,0.998551070690155,2.4451661109924316,0.13785713911056519,0.3225744962692261,2.7677407264709473,1e-05,0.9983512163162231,3.2591607570648193,0.13686445355415344,0.5534425973892212,3.812602996826172
28,0.9985741376876831,2.364563226699829,0.14121907949447632,0.31985047459602356,2.6844122409820557,1e-05,0.9983623027801514,3.296800136566162,0.1395389288663864,0.5801407098770142,3.876939535140991
29,0.9986088871955872,2.2744479179382324,0.14480142295360565,0.31620872020721436,2.590656042098999,1e-05,0.9983758926391602,3.2330429553985596,0.14459460973739624,0.5735724568367004,3.8066155910491943
30,0.9986321926116943,2.1971452236175537,0.14838656783103943,0.314331591129303,2.511477470397949,1e-05,0.9983826875686646,3.168978214263916,0.14715620875358582,0.5686102509498596,3.737589120864868
31,0.9986627697944641,2.120230197906494,0.15186837315559387,0.31128180027008057,2.4315130710601807,1e-05,0.9984018802642822,3.095787763595581,0.1499604433774948,0.5667945146560669,3.662581443786621
